,Unnamed: 0.1,Unnamed: 0,channels,srate,safe,mode,decimate
267,267,267,L1:ISI-ETMY_ST1_BLND_RZ_T240_CUR_IN1_DQ,512,safe,clean,2
268,268,268,L1:ISI-ETMY_ST1_BLND_X_T240_CUR_IN1_DQ,512,safe,clean,2
269,269,269,L1:ISI-ETMY_ST1_BLND_Y_T240_CUR_IN1_DQ,512,safe,clean,2
270,270,270,L1:ISI-ETMY_ST1_BLND_Z_T240_CUR_IN1_DQ,512,safe,clean,2
271,271,271,L1:ISI-BS_ST2_BLND_RX_GS13_CUR_IN1_DQ,4096,safe,clean,64
272,272,272,L1:ISI-BS_ST2_BLND_RY_GS13_CUR_IN1_DQ,4096,safe,clean,64
273,273,273,L1:ISI-BS_ST2_BLND_RZ_GS13_CUR_IN1_DQ,4096,safe,clean,64
274,274,274,L1:ISI-BS_ST2_BLND_X_GS13_CUR_IN1_DQ,4096,safe,clean,64
275,275,275,L1:ISI-BS_ST2_BLND_Y_GS13_CUR_IN1_DQ,4096,safe,clean,64
276,276,276,L1:ISI-BS_ST2_BLND_Z_GS13_CUR_IN1_DQ,4096,safe,clean,64
277,277,277,L1:ISI-ETMX_ST2_BLND_RX_GS13_CUR_IN1_DQ,4096,safe,clean,64
278,278,278,L1:ISI-ETMX_ST2_BLND_RY_GS13_CUR_IN1_DQ,4096,safe,clean,64
279,279,279,L1:ISI-ETMX_ST2_BLND_RZ_GS13_CUR_IN1_DQ,4096,safe,clean,64
280,280,280,L1:ISI-ETMX_ST2_BLND_X_GS13_CUR_IN1_DQ,4096,safe,clean,64
281,281,281,L1:ISI-ETMX_ST2_BLND_Y_GS13_CUR_IN1_DQ,4096,safe,clean,64
282,282,282,L1:ISI-ETMX_ST2_BLND_Z_GS13_CUR_IN1_DQ,4096,safe,clean,64
283,283,283,L1:ISI-ETMY_ST2_BLND_RX_GS13_CUR_IN1_DQ,4096,safe,clean,64
284,284,284,L1:ISI-ETMY_ST2_BLND_RY_GS13_CUR_IN1_DQ,4096,safe,clean,64
285,285,285,L1:ISI-ETMY_ST2_BLND_RZ_GS13_CUR_IN1_DQ,4096,safe,clean,64
286,286,286,L1:ISI-ETMY_ST2_BLND_X_GS13_CUR_IN1_DQ,4096,safe,clean,64
287,287,287,L1:ISI-ETMY_ST2_BLND_Y_GS13_CUR_IN1_DQ,4096,safe,clean,64
288,288,288,L1:ISI-ETMY_ST2_BLND_Z_GS13_CUR_IN1_DQ,4096,safe,clean,64
289,289,289,L1:ISI-HAM2_BLND_GS13RX_IN1_DQ,4096,safe,clean,64
290,290,290,L1:ISI-HAM2_BLND_GS13RY_IN1_DQ,4096,safe,clean,64
291,291,291,L1:ISI-HAM2_BLND_GS13RZ_IN1_DQ,4096,safe,clean,64
292,292,292,L1:ISI-HAM2_BLND_GS13X_IN1_DQ,4096,safe,clean,64
293,293,293,L1:ISI-HAM2_BLND_GS13Y_IN1_DQ,4096,safe,clean,64
294,294,294,L1:ISI-HAM2_BLND_GS13Z_IN1_DQ,4096,safe,clean,64
295,295,295,L1:ISI-HAM3_BLND_GS13RX_IN1_DQ,4096,safe,clean,64
296,296,296,L1:ISI-HAM3_BLND_GS13RY_IN1_DQ,4096,safe,clean,64
297,297,297,L1:ISI-HAM3_BLND_GS13RZ_IN1_DQ,4096,safe,clean,64
298,298,298,L1:ISI-HAM3_BLND_GS13X_IN1_DQ,4096,safe,clean,64
299,299,299,L1:ISI-HAM3_BLND_GS13Y_IN1_DQ,4096,safe,clean,64
300,300,300,L1:ISI-HAM3_BLND_GS13Z_IN1_DQ,4096,safe,clean,64
301,301,301,L1:ISI-HAM4_BLND_GS13RX_IN1_DQ,4096,safe,clean,64
302,302,302,L1:ISI-HAM4_BLND_GS13RY_IN1_DQ,4096,safe,clean,64
303,303,303,L1:ISI-HAM4_BLND_GS13RZ_IN1_DQ,4096,safe,clean,64
304,304,304,L1:ISI-HAM4_BLND_GS13X_IN1_DQ,4096,safe,clean,64
305,305,305,L1:ISI-HAM4_BLND_GS13Y_IN1_DQ,4096,safe,clean,64
306,306,306,L1:ISI-HAM4_BLND_GS13Z_IN1_DQ,4096,safe,clean,64
307,307,307,L1:ISI-HAM5_BLND_GS13RX_IN1_DQ,4096,safe,clean,64
308,308,308,L1:ISI-HAM5_BLND_GS13RY_IN1_DQ,4096,safe,clean,64
309,309,309,L1:ISI-HAM5_BLND_GS13RZ_IN1_DQ,4096,safe,clean,64
310,310,310,L1:ISI-HAM5_BLND_GS13X_IN1_DQ,4096,safe,clean,64
311,311,311,L1:ISI-HAM5_BLND_GS13Y_IN1_DQ,4096,safe,clean,64
312,312,312,L1:ISI-HAM5_BLND_GS13Z_IN1_DQ,4096,safe,clean,64
313,313,313,L1:ISI-HAM6_BLND_GS13RX_IN1_DQ,4096,safe,clean,64
314,314,314,L1:ISI-HAM6_BLND_GS13RY_IN1_DQ,4096,safe,clean,64
315,315,315,L1:ISI-HAM6_BLND_GS13RZ_IN1_DQ,4096,safe,clean,64
316,316,316,L1:ISI-HAM6_BLND_GS13X_IN1_DQ,4096,safe,clean,64
317,317,317,L1:ISI-HAM6_BLND_GS13Y_IN1_DQ,4096,safe,clean,64
318,318,318,L1:ISI-HAM6_BLND_GS13Z_IN1_DQ,4096,safe,clean,64
319,319,319,L1:ISI-ITMX_ST2_BLND_RX_GS13_CUR_IN1_DQ,4096,safe,clean,64
320,320,320,L1:ISI-ITMX_ST2_BLND_RY_GS13_CUR_IN1_DQ,4096,safe,clean,64
321,321,321,L1:ISI-ITMX_ST2_BLND_RZ_GS13_CUR_IN1_DQ,4096,safe,clean,64
322,322,322,L1:ISI-ITMX_ST2_BLND_X_GS13_CUR_IN1_DQ,4096,safe,clean,64
323,323,323,L1:ISI-ITMX_ST2_BLND_Y_GS13_CUR_IN1_DQ,4096,safe,clean,64
324,324,324,L1:ISI-ITMX_ST2_BLND_Z_GS13_CUR_IN1_DQ,4096,safe,clean,64
325,325,325,L1:ISI-ITMY_ST2_BLND_RX_GS13_CUR_IN1_DQ,4096,safe,clean,64
326,326,326,L1:ISI-ITMY_ST2_BLND_RY_GS13_CUR_IN1_DQ,4096,safe,clean,64
327,327,327,L1:ISI-ITMY_ST2_BLND_RZ_GS13_CUR_IN1_DQ,4096,safe,clean,64
328,328,328,L1:ISI-ITMY_ST2_BLND_X_GS13_CUR_IN1_DQ,4096,safe,clean,64
329,329,329,L1:ISI-ITMY_ST2_BLND_Y_GS13_CUR_IN1_DQ,4096,safe,clean,64
330,330,330,L1:ISI-ITMY_ST2_BLND_Z_GS13_CUR_IN1_DQ,4096,safe,clean,64
331,331,331,L1:ISI-GND_STS_HAM5_X_DQ,512,safe,clean,2
332,332,332,L1:ISI-GND_STS_HAM5_Y_DQ,512,safe,clean,2
333,333,333,L1:ISI-GND_STS_HAM5_Z_DQ,512,safe,clean,2
334,334,334,L1:ISI-GND_STS_ITMY_X_DQ,512,safe,clean,2
335,335,335,L1:ISI-GND_STS_ITMY_Y_DQ,512,safe,clean,2
336,336,336,L1:ISI-GND_STS_ITMY_Z_DQ,512,safe,clean,2
337,337,337,L1:ISI-GND_STS_ETMX_X_DQ,512,safe,clean,2
338,338,338,L1:ISI-GND_STS_ETMX_Y_DQ,512,safe,clean,2
339,339,339,L1:ISI-GND_STS_ETMX_Z_DQ,512,safe,clean,2
340,340,340,L1:ISI-GND_STS_ETMY_X_DQ,512,safe,clean,2
341,341,341,L1:ISI-GND_STS_ETMY_Y_DQ,512,safe,clean,2
342,342,342,L1:ISI-GND_STS_ETMY_Z_DQ,512,safe,clean,2
343,343,343,L1:ISI-GND_BRS_ITMX_RY_OUT_DQ,256,safe,clean,1
344,344,344,L1:ISI-GND_BRS_ITMY_RX_OUT_DQ,256,safe,clean,1
345,345,345,L1:ISI-GND_BRS_ETMX_RY_OUT_DQ,256,safe,clean,1
346,346,346,L1:ISI-GND_BRS_ETMY_RX_OUT_DQ,256,safe,clean,1
347,347,347,L1:OMC-PZT1_MON_AC_OUT_DQ,16384,safe,clean,64
348,348,348,L1:OMC-PZT2_MON_AC_OUT_DQ,16384,safe,clean,64
349,349,349,L1:OMC-PZT1_MON_DC_OUT_DQ,512,safe,clean,2
350,350,350,L1:OMC-PZT2_MON_DC_OUT_DQ,512,safe,clean,2
351,351,351,L1:PEM-CS_ACC_BEAMTUBE_SRTUBE_X_DQ,4096,safe,clean,64
352,352,352,L1:PEM-CS_ACC_BEAMTUBE_YMAN_X_DQ,4096,safe,clean,64
353,353,353,L1:PEM-CS_ACC_BEAMTUBE_MCTUBE_Y_DQ,4096,safe,clean,64
354,354,354,L1:PEM-CS_ACC_BEAMTUBE_XMAN_Y_DQ,4096,safe,clean,64
355,355,355,L1:PEM-CS_ACC_BSC1_ITMY_X_DQ,16384,safe,clean,64
356,356,356,L1:PEM-CS_ACC_BSC1_ITMY_Y_DQ,16384,safe,clean,64
357,357,357,L1:PEM-CS_ACC_BSC2_BS_Y_DQ,4096,safe,clean,64
358,358,358,L1:PEM-CS_ACC_BSC3_ITMX_X_DQ,16384,safe,clean,64
359,359,359,L1:PEM-CS_ACC_BSC3_ITMX_Y_DQ,16384,safe,clean,64
360,360,360,L1:PEM-CS_ACC_EBAY_FLOOR_Z_DQ,4096,safe,clean,64
361,361,361,L1:PEM-CS_ACC_HAM2_PRM_Y_DQ,16384,safe,clean,64
362,362,362,L1:PEM-CS_ACC_HAM2_PRM_Z_DQ,16384,safe,clean,64
363,363,363,L1:PEM-CS_ACC_HAM3_PR2_Y_DQ,16384,safe,clean,64
364,364,364,L1:PEM-CS_ACC_HAM4_SR2_X_DQ,16384,safe,clean,64
365,365,365,L1:PEM-CS_ACC_HAM5_SRM_X_DQ,16384,safe,clean,64
366,366,366,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_X_DQ,4096,safe,clean,64
367,367,367,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y_DQ,4096,safe,clean,64
368,368,368,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Z_DQ,4096,safe,clean,64
369,369,369,L1:PEM-CS_ACC_HAM6_OMC_X_DQ,16384,safe,clean,64
370,370,370,L1:PEM-CS_ACC_HAM6_OMC_Z_DQ,16384,safe,clean,64
371,371,371,L1:PEM-CS_ACC_ISCT1_REFL_Y_DQ,4096,safe,clean,64
372,372,372,L1:PEM-CS_ACC_LVEAFLOOR_BS_Z_DQ,4096,safe,clean,64
373,373,373,L1:PEM-CS_ACC_LVEAFLOOR_XCRYO_Z_DQ,4096,safe,clean,64
374,374,374,L1:PEM-CS_ACC_LVEAFLOOR_YCRYO_Z_DQ,4096,safe,clean,64
375,375,375,L1:PEM-CS_ACC_OPLEV_ITMX_Y_DQ,4096,safe,clean,64
376,376,376,L1:PEM-CS_ACC_OPLEV_ITMY_X_DQ,4096,safe,clean,64
377,377,377,L1:PEM-CS_ACC_PSL_PERISCOPE_X_DQ,16384,safe,clean,64
378,378,378,L1:PEM-CS_ACC_PSL_TABLE1_X_DQ,4096,safe,clean,64
379,379,379,L1:PEM-CS_ACC_PSL_TABLE1_Y_DQ,4096,safe,clean,64
380,380,380,L1:PEM-CS_ACC_PSL_TABLE1_Z_DQ,4096,safe,clean,64
381,381,381,L1:PEM-CS_ACC_PSL_TABLE2_Z_DQ,4096,safe,clean,64
382,382,382,L1:PEM-MX_ACC_BEAMTUBE_1900X_X_DQ,4096,safe,clean,64
383,383,383,L1:PEM-MX_ACC_BEAMTUBE_2100X_X_DQ,4096,safe,clean,64
384,384,384,L1:PEM-MX_ACC_BEAMTUBE_VEA_X_DQ,4096,safe,clean,64
385,385,385,L1:PEM-MX_ACC_BEAMTUBE_VEA_Z_DQ,4096,safe,clean,64
386,386,386,L1:PEM-MY_ACC_BEAMTUBE_1900Y_Y_DQ,4096,safe,clean,64
387,387,387,L1:PEM-MY_ACC_BEAMTUBE_2100Y_Y_DQ,4096,safe,clean,64
388,388,388,L1:PEM-MY_ACC_BEAMTUBE_VEA_Y_DQ,4096,safe,clean,64
389,389,389,L1:PEM-MY_ACC_BEAMTUBE_VEA_Z_DQ,4096,safe,clean,64
390,390,390,L1:PEM-EX_ACC_BEAMTUBE_MAN_X_DQ,4096,safe,clean,64
391,391,391,L1:PEM-EX_ACC_BEAMTUBE_MAN_Z_DQ,4096,safe,clean,64
392,392,392,L1:PEM-EX_ACC_BSC4_ETMX_X_DQ,4096,safe,clean,64
393,393,393,L1:PEM-EX_ACC_BSC4_ETMX_Y_DQ,16384,safe,clean,64
394,394,394,L1:PEM-EX_ACC_BSC4_ETMX_Z_DQ,4096,safe,clean,64
395,395,395,L1:PEM-EX_ACC_EBAY_FLOOR_Z_DQ,4096,safe,clean,64
396,396,396,L1:PEM-EX_ACC_OPLEV_ETMX_Y_DQ,4096,safe,clean,64
397,397,397,L1:PEM-EX_ACC_VEA_FLOOR_Z_DQ,4096,safe,clean,64
398,398,398,L1:PEM-EY_ACC_BEAMTUBE_MAN_Y_DQ,4096,safe,clean,64
399,399,399,L1:PEM-EY_ACC_BEAMTUBE_MAN_Z_DQ,4096,safe,clean,64
400,400,400,L1:PEM-EY_ACC_BSC5_ETMY_X_DQ,16384,safe,clean,64
401,401,401,L1:PEM-EY_ACC_BSC5_ETMY_Y_DQ,4096,safe,clean,64
402,402,402,L1:PEM-EY_ACC_BSC5_ETMY_Z_DQ,4096,safe,clean,64
403,403,403,L1:PEM-EY_ACC_EBAY_FLOOR_Z_DQ,4096,safe,clean,64
404,404,404,L1:PEM-EY_ACC_OPLEV_ETMY_X_DQ,4096,safe,clean,64
405,405,405,L1:PEM-EY_ACC_VEA_FLOOR_Z_DQ,4096,safe,clean,64
406,406,406,L1:PEM-CS_ACC_LVEAFLOOR_HAM1_X_DQ,4096,safe,clean,64
407,407,407,L1:PEM-CS_ACC_LVEAFLOOR_HAM1_Y_DQ,4096,safe,clean,64
408,408,408,L1:PEM-CS_ACC_LVEAFLOOR_HAM1_Z_DQ,4096,safe,clean,64
409,409,409,L1:PEM-CS_ACC_HVAC_FLOOR_Z_DQ,4096,safe,clean,64
410,410,410,L1:PEM-EX_ACC_HVAC_FLOOR_Z_DQ,4096,safe,clean,64
411,411,411,L1:PEM-EY_ACC_HVAC_FLOOR_Z_DQ,4096,safe,clean,64
412,412,412,L1:PEM-CS_LOWFMIC_LVEA_VERTEX_DQ,256,safe,clean,1
413,413,413,L1:PEM-EX_LOWFMIC_VEA_FLOOR_DQ,256,safe,clean,1
414,414,414,L1:PEM-EY_LOWFMIC_VEA_FLOOR_DQ,256,safe,clean,1
415,415,415,L1:PEM-CS_MAG_EBAY_SUSRACK_QUAD_SUM_DQ,4096,safe,clean,64
416,416,416,L1:PEM-CS_MAG_EBAY_SUSRACK_X_DQ,8192,safe,clean,64
417,417,417,L1:PEM-CS_MAG_EBAY_SUSRACK_Y_DQ,8192,safe,clean,64
418,418,418,L1:PEM-CS_MAG_EBAY_SUSRACK_Z_DQ,8192,safe,clean,64
419,419,419,L1:PEM-CS_MAG_LVEA_OUTPUTOPTICS_QUAD_SUM_DQ,4096,safe,clean,64
420,420,420,L1:PEM-CS_MAG_LVEA_OUTPUTOPTICS_X_DQ,8192,safe,clean,64
421,421,421,L1:PEM-CS_MAG_LVEA_OUTPUTOPTICS_Y_DQ,8192,safe,clean,64
422,422,422,L1:PEM-CS_MAG_LVEA_OUTPUTOPTICS_Z_DQ,8192,safe,clean,64
423,423,423,L1:PEM-CS_MAG_LVEA_VERTEX_QUAD_SUM_DQ,4096,safe,clean,64
424,424,424,L1:PEM-CS_MAG_LVEA_VERTEX_X_DQ,8192,safe,clean,64
425,425,425,L1:PEM-CS_MAG_LVEA_VERTEX_Y_DQ,8192,safe,clean,64
426,426,426,L1:PEM-CS_MAG_LVEA_VERTEX_Z_DQ,8192,safe,clean,64
427,427,427,L1:PEM-EX_MAG_EBAY_SUSRACK_QUAD_SUM_DQ,4096,safe,clean,64
428,428,428,L1:PEM-EX_MAG_EBAY_SUSRACK_X_DQ,8192,safe,clean,64
429,429,429,L1:PEM-EX_MAG_EBAY_SUSRACK_Y_DQ,8192,safe,clean,64
430,430,430,L1:PEM-EX_MAG_EBAY_SUSRACK_Z_DQ,8192,safe,clean,64
431,431,431,L1:PEM-EX_MAG_VEA_FLOOR_QUAD_SUM_DQ,4096,safe,clean,64
432,432,432,L1:PEM-EX_MAG_VEA_FLOOR_X_DQ,8192,safe,clean,64
433,433,433,L1:PEM-EX_MAG_VEA_FLOOR_Y_DQ,8192,safe,clean,64
434,434,434,L1:PEM-EX_MAG_VEA_FLOOR_Z_DQ,8192,safe,clean,64
435,435,435,L1:PEM-EY_MAG_VEA_FLOOR_QUAD_SUM_DQ,4096,safe,clean,64
436,436,436,L1:PEM-EY_MAG_VEA_FLOOR_X_DQ,8192,safe,clean,64
437,437,437,L1:PEM-EY_MAG_VEA_FLOOR_Y_DQ,8192,safe,clean,64
438,438,438,L1:PEM-EY_MAG_VEA_FLOOR_Z_DQ,8192,safe,clean,64
439,439,439,L1:PEM-EY_VAULT_MAG_COIL_Z_DQ,4096,safe,clean,64
440,440,440,L1:PEM-EY_VAULT_MAG_LEMI_X_DQ,4096,safe,clean,64
441,441,441,L1:PEM-EY_VAULT_MAG_LEMI_Y_DQ,4096,safe,clean,64
442,442,442,L1:PEM-CS_MAINSMON_EBAY_1_DQ,1024,safe,clean,32
443,443,443,L1:PEM-CS_MAINSMON_EBAY_2_DQ,1024,safe,clean,32
444,444,444,L1:PEM-CS_MAINSMON_EBAY_3_DQ,1024,safe,clean,32
445,445,445,L1:PEM-EX_MAINSMON_EBAY_1_DQ,1024,safe,clean,32
446,446,446,L1:PEM-EX_MAINSMON_EBAY_2_DQ,1024,safe,clean,32
447,447,447,L1:PEM-EX_MAINSMON_EBAY_3_DQ,1024,safe,clean,32
448,448,448,L1:PEM-EX_MAINSMON_EBAY_QUAD_SUM_DQ,1024,safe,clean,32
449,449,449,L1:PEM-EY_MAINSMON_EBAY_1_DQ,1024,safe,clean,32
450,450,450,L1:PEM-EY_MAINSMON_EBAY_2_DQ,1024,safe,clean,32
451,451,451,L1:PEM-EY_MAINSMON_EBAY_3_DQ,1024,safe,clean,32
452,452,452,L1:PEM-EY_MAINSMON_EBAY_QUAD_SUM_DQ,1024,safe,clean,32
453,453,453,L1:PEM-CS_VMON_ITMX_ESDPOWER18_DQ,4096,safe,clean,64
454,454,454,L1:PEM-CS_VMON_ITMY_ESDPOWER18_DQ,4096,safe,clean,64
455,455,455,L1:PEM-EX_VMON_ETMX_ESDPOWER24_DQ,4096,safe,clean,64
456,456,456,L1:PEM-EY_VMON_ETMY_ESDPOWER18_DQ,4096,safe,clean,64
457,457,457,L1:PEM-EY_VMON_ETMY_ESDPOWER24_DQ,4096,safe,clean,64
458,458,458,L1:PEM-CS_MIC_EBAY_RACKS_DQ,16384,safe,clean,64
459,459,459,L1:PEM-CS_MIC_LVEA_BS_DQ,16384,safe,clean,64
460,460,460,L1:PEM-CS_MIC_LVEA_INPUTOPTICS_DQ,16384,safe,clean,64
461,461,461,L1:PEM-CS_MIC_LVEA_OUTPUTOPTICS_DQ,16384,safe,clean,64
462,462,462,L1:PEM-CS_MIC_LVEA_XMANSPOOL_DQ,16384,safe,glitchy,64
463,463,463,L1:PEM-CS_MIC_LVEA_YMANSPOOL_DQ,16384,safe,clean,64
464,464,464,L1:PEM-CS_MIC_PSL_CENTER_DQ,16384,safe,clean,64
465,465,465,L1:PEM-MX_MIC_VEA_MIDX_DQ,16384,safe,clean,64
466,466,466,L1:PEM-EX_MIC_EBAY_RACKS_DQ,16384,safe,clean,64
467,467,467,L1:PEM-EX_MIC_VEA_PLUSX_DQ,16384,safe,clean,64
468,468,468,L1:PEM-MY_MIC_VEA_MIDY_DQ,16384,safe,clean,64
469,469,469,L1:PEM-EY_MIC_EBAY_RACKS_DQ,16384,safe,clean,64
470,470,470,L1:PEM-EY_MIC_VEA_PLUSY_DQ,16384,safe,clean,64
471,471,471,L1:PEM-CS_RADIO_EBAY_NARROWBAND_1_DQ,16384,safe,clean,64
472,472,472,L1:PEM-CS_RADIO_EBAY_NARROWBAND_2_DQ,16384,safe,clean,64
473,473,473,L1:PEM-CS_RADIO_LVEA_NARROWBAND_1_DQ,16384,safe,clean,64
474,474,474,L1:PEM-CS_RADIO_LVEA_NARROWBAND_2_DQ,16384,safe,clean,64
475,475,475,L1:PEM-CS_RADIO_ROOF1_BROADBAND_DQ,16384,safe,clean,64
476,476,476,L1:PEM-CS_RADIO_ROOF2_BROADBAND_DQ,16384,safe,clean,64
477,477,477,L1:PEM-CS_SEIS_LVEA_VERTEX_QUAD_SUM_DQ,256,safe,clean,1
478,478,478,L1:PEM-CS_SEIS_LVEA_VERTEX_X_DQ,256,safe,clean,1
479,479,479,L1:PEM-CS_SEIS_LVEA_VERTEX_Y_DQ,256,safe,clean,1
480,480,480,L1:PEM-CS_SEIS_LVEA_VERTEX_Z_DQ,256,safe,clean,1
481,481,481,L1:PEM-EX_SEIS_VEA_FLOOR_QUAD_SUM_DQ,256,safe,clean,1
482,482,482,L1:PEM-EX_SEIS_VEA_FLOOR_X_DQ,256,safe,clean,1
483,483,483,L1:PEM-EX_SEIS_VEA_FLOOR_Y_DQ,256,safe,clean,1
484,484,484,L1:PEM-EX_SEIS_VEA_FLOOR_Z_DQ,256,safe,clean,1
485,485,485,L1:PEM-EY_SEIS_VEA_FLOOR_QUAD_SUM_DQ,256,safe,clean,1
486,486,486,L1:PEM-EY_SEIS_VEA_FLOOR_X_DQ,256,safe,clean,1
487,487,487,L1:PEM-EY_SEIS_VEA_FLOOR_Y_DQ,256,safe,clean,1
488,488,488,L1:PEM-EY_SEIS_VEA_FLOOR_Z_DQ,256,safe,clean,1
489,489,489,L1:PEM-EY_VAULT_SEIS_STS2_X_DQ,256,safe,clean,1
490,490,490,L1:PEM-EY_VAULT_SEIS_STS2_Y_DQ,256,safe,clean,1
491,491,491,L1:PEM-EY_VAULT_SEIS_STS2_Z_DQ,256,safe,clean,1
492,492,492,L1:PSL-FSS_FAST_MON_OUT_DQ,16384,safe,clean,64
493,493,493,L1:PSL-FSS_MIXER_OUT_DQ,16384,safe,clean,64
494,494,494,L1:PSL-ISS_AOM_DRIVER_MON_OUT_DQ,16384,safe,clean,64
495,495,495,L1:PSL-ISS_PDA_REL_OUT_DQ,16384,safe,clean,64
496,496,496,L1:PSL-ISS_PDB_REL_OUT_DQ,16384,safe,clean,64
497,497,497,L1:PSL-ISS_SECONDLOOP_SUM14_REL_OUT_DQ,16384,safe,clean,64
498,498,498,L1:PSL-ISS_SECONDLOOP_SUM58_REL_OUT_DQ,16384,safe,clean,64
499,499,499,L1:PSL-PMC_HV_MON_OUT_DQ,16384,safe,clean,64
500,500,500,L1:PSL-PMC_MIXER_OUT_DQ,16384,safe,clean,64
501,501,501,L1:SUS-ITMX_L3_OPLEV_PIT_OUT_DQ,256,safe,clean,1
502,502,502,L1:SUS-ITMX_L3_OPLEV_YAW_OUT_DQ,256,safe,clean,1
503,503,503,L1:SUS-ITMX_L3_OPLEV_SUM_OUT_DQ,256,safe,clean,1
504,504,504,L1:SUS-ITMY_L3_OPLEV_PIT_OUT_DQ,256,safe,clean,1
505,505,505,L1:SUS-ITMY_L3_OPLEV_YAW_OUT_DQ,256,safe,clean,1
506,506,506,L1:SUS-ITMY_L3_OPLEV_SUM_OUT_DQ,256,safe,clean,1
507,507,507,L1:SUS-BS_M3_OPLEV_PIT_OUT_DQ,256,safe,clean,1
508,508,508,L1:SUS-BS_M3_OPLEV_YAW_OUT_DQ,256,safe,clean,1
509,509,509,L1:SUS-BS_M3_OPLEV_SUM_OUT_DQ,256,safe,clean,1
510,510,510,L1:SUS-PR3_M3_OPLEV_PIT_OUT_DQ,256,safe,clean,1
511,511,511,L1:SUS-PR3_M3_OPLEV_YAW_OUT_DQ,256,safe,clean,1
512,512,512,L1:SUS-PR3_M3_OPLEV_SUM_OUT_DQ,256,safe,clean,1
513,513,513,L1:SUS-SR3_M3_OPLEV_PIT_OUT_DQ,256,safe,clean,1
514,514,514,L1:SUS-SR3_M3_OPLEV_YAW_OUT_DQ,256,safe,clean,1
